univerzita;fakulta;typ;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2017;docent;part-time;0;2;0;2
ŽILINSKÁ UNIVERZITA;Fa bezpečnostného inž.;verejná;2017;docent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa špec. techniky TnUAD;verejná;2017;docent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa priem.technol.TnUAD;verejná;2017;docent;part-time;0;1;0;1
TRENČ. UNIV. A.DUBČEKA;TnUAD - rektorát;verejná;2017;docent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa soc.-ekon.vzť. TnUAD;verejná;2017;docent;part-time;0;3;0;3
TRENČ. UNIV. A.DUBČEKA;Fa zdravotníctva TnUAD;verejná;2017;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2017;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2017;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2017;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2017;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2017;docent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2017;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2017;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2017;docent;part-time;0;4;0;4
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2017;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2017;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2017;docent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2017;docent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2017;docent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2017;docent;part-time;0;1;0;1
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2017;docent;part-time;0;0;1;1
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2017;docent;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2017;docent;part-time;0;1;2;3
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2017;docent;part-time;0;0;0;0
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2017;docent;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2017;docent;part-time;0;1;1;2
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2017;docent;part-time;0;0;1;1
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2017;docent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2017;odborný asistent;part-time;0;24;10;34
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2017;odborný asistent;part-time;0;1;0;1
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2017;odborný asistent;part-time;0;10;1;11
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2017;odborný asistent;part-time;0;28;1;29
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2017;odborný asistent;part-time;0;1;1;2
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2017;odborný asistent;part-time;0;91;17;108
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2017;odborný asistent;part-time;0;34;1;35
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2017;odborný asistent;part-time;0;10;2;12
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2017;odborný asistent;part-time;0;7;1;8
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2017;odborný asistent;part-time;0;10;0;10
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2017;odborný asistent;part-time;0;1;0;1
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2017;odborný asistent;part-time;0;11;9;20
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2017;odborný asistent;part-time;0;2;0;2
UNIVERZITA P.J.ŠAFÁRIKA;UPJŠ - rektorát;verejná;2017;odborný asistent;part-time;0;1;0;1
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2017;odborný asistent;part-time;0;4;0;4
UNIVERZITA P.J.ŠAFÁRIKA;Fa verejnej správy UPJŠ;verejná;2017;odborný asistent;part-time;0;2;0;2
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2017;odborný asistent;part-time;0;62;5;67
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2017;odborný asistent;part-time;0;4;1;5
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2017;odborný asistent;part-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2017;odborný asistent;part-time;0;2;0;2
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2017;odborný asistent;part-time;0;2;0;2
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2017;odborný asistent;part-time;0;3;0;3
PREŠOVSKÁ UNIVERZITA;Fa zdrav. odborov PU;verejná;2017;odborný asistent;part-time;0;6;0;6
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2017;odborný asistent;part-time;0;6;0;6
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2017;odborný asistent;part-time;0;7;2;9
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2017;odborný asistent;part-time;0;1;11;12
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2017;odborný asistent;part-time;0;5;5;10
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2017;odborný asistent;part-time;0;2;0;2
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2017;odborný asistent;part-time;0;3;0;3
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2017;odborný asistent;part-time;0;1;1;2
UNIV.sv.CYRILA a METODA;Fa sociálnych vied UCM;verejná;2017;odborný asistent;part-time;0;2;0;2
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2017;odborný asistent;part-time;0;2;0;2
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2017;odborný asistent;part-time;0;6;0;6
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2017;odborný asistent;part-time;0;4;0;4
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2017;odborný asistent;part-time;0;10;0;10
UNIVERZITA J.SELYEHO;Fa reform. teológie UJS;verejná;2017;odborný asistent;part-time;0;7;0;7
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2017;odborný asistent;part-time;0;4;1;5
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2017;odborný asistent;part-time;0;3;0;3
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2017;odborný asistent;part-time;0;8;1;9
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2017;odborný asistent;part-time;0;2;0;2
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2017;odborný asistent;part-time;0;1;0;1
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2017;odborný asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2017;odborný asistent;part-time;0;18;0;18
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2017;odborný asistent;part-time;0;2;1;3
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2017;odborný asistent;part-time;0;3;0;3
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2017;odborný asistent;part-time;0;11;0;11
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2017;odborný asistent;part-time;0;3;0;3
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2017;odborný asistent;part-time;0;3;1;4
UNIVERZITA MATEJA BELA;Filozofická fakulta UMB;verejná;2017;odborný asistent;part-time;0;3;0;3
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2017;odborný asistent;part-time;0;3;0;3
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2017;odborný asistent;part-time;0;9;0;9
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2017;odborný asistent;part-time;0;9;3;12
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2017;odborný asistent;part-time;0;8;0;8
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2017;odborný asistent;part-time;0;7;0;7
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2017;odborný asistent;part-time;0;9;0;9
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2017;odborný asistent;part-time;0;12;3;15
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2017;odborný asistent;part-time;0;3;0;3
SLOV.TECHN. UNIVERZITA;Materiálovotech.Fa STU;verejná;2017;odborný asistent;part-time;0;0;2;2
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2017;odborný asistent;part-time;0;9;1;10
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2017;odborný asistent;part-time;0;6;1;7
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2017;odborný asistent;part-time;0;7;0;7
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2017;odborný asistent;part-time;0;7;2;9
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2017;odborný asistent;part-time;0;4;0;4
TECH. UNIVERZITA KOŠICE;Fa výrob.technológií TU;verejná;2017;odborný asistent;part-time;0;1;0;1
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2017;odborný asistent;part-time;0;1;2;3
TECH. UNIVERZITA KOŠICE;Fa mater.,metal.,recyk.;verejná;2017;odborný asistent;part-time;0;4;0;4
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2017;odborný asistent;part-time;0;3;0;3
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2017;odborný asistent;part-time;0;3;2;5
TECH. UNIVERZITA KOŠICE;TU K - rektorát;verejná;2017;odborný asistent;part-time;0;0;1;1
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2017;odborný asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2017;odborný asistent;part-time;0;3;8;11
TECH. UNIVERZITA KOŠICE;Letecká fakulta TU;verejná;2017;odborný asistent;part-time;0;3;0;3
ŽILINSKÁ UNIVERZITA;Fa humanitných vied ŽU;verejná;2017;odborný asistent;part-time;0;1;0;1
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2017;odborný asistent;part-time;0;3;0;3
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2017;odborný asistent;part-time;0;2;0;2
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2017;odborný asistent;part-time;0;5;0;5
ŽILINSKÁ UNIVERZITA;ŽU - rektorát;verejná;2017;odborný asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2017;odborný asistent;part-time;0;12;2;14
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2017;odborný asistent;part-time;0;4;0;4
ŽILINSKÁ UNIVERZITA;Fa bezpečnostného inž.;verejná;2017;odborný asistent;part-time;0;3;0;3
TRENČ. UNIV. A.DUBČEKA;Fa špec. techniky TnUAD;verejná;2017;odborný asistent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa priem.technol.TnUAD;verejná;2017;odborný asistent;part-time;0;1;1;2
TRENČ. UNIV. A.DUBČEKA;TnUAD - rektorát;verejná;2017;odborný asistent;part-time;0;2;0;2
TRENČ. UNIV. A.DUBČEKA;Fa soc.-ekon.vzť. TnUAD;verejná;2017;odborný asistent;part-time;0;2;0;2
TRENČ. UNIV. A.DUBČEKA;Fa zdravotníctva TnUAD;verejná;2017;odborný asistent;part-time;0;7;6;13
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2017;odborný asistent;part-time;0;4;1;5
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2017;odborný asistent;part-time;0;2;0;2
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2017;odborný asistent;part-time;0;1;0;1
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2017;odborný asistent;part-time;0;3;0;3
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2017;odborný asistent;part-time;0;4;0;4
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2017;odborný asistent;part-time;0;2;0;2
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2017;odborný asistent;part-time;0;2;1;3
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2017;odborný asistent;part-time;0;3;0;3
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2017;odborný asistent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2017;odborný asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2017;odborný asistent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2017;odborný asistent;part-time;0;4;0;4
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2017;odborný asistent;part-time;0;7;0;7
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2017;odborný asistent;part-time;0;2;0;2
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2017;odborný asistent;part-time;0;18;3;21
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2017;odborný asistent;part-time;0;5;6;11
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2017;odborný asistent;part-time;0;34;0;34
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2017;odborný asistent;part-time;0;0;0;0
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2017;odborný asistent;part-time;0;5;7;12
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2017;odborný asistent;part-time;0;7;0;7
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2017;odborný asistent;part-time;0;2;0;2
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2017;odborný asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2017;asistent;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2017;asistent;part-time;0;0;30;30
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2017;asistent;part-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;UPJŠ - rektorát;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Fa verejnej správy UPJŠ;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2017;asistent;part-time;0;0;46;46
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2017;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2017;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2017;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2017;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa zdrav. odborov PU;verejná;2017;asistent;part-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2017;asistent;part-time;0;0;22;22
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2017;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2017;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2017;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2017;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2017;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2017;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa sociálnych vied UCM;verejná;2017;asistent;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2017;asistent;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2017;asistent;part-time;0;0;24;24
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2017;asistent;part-time;0;0;1;1
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Fa reform. teológie UJS;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2017;asistent;part-time;0;0;2;2
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2017;asistent;part-time;0;0;7;7
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2017;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2017;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2017;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2017;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2017;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2017;asistent;part-time;0;0;1;1
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Filozofická fakulta UMB;verejná;2017;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2017;asistent;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2017;asistent;part-time;0;0;4;4
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2017;asistent;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2017;asistent;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2017;asistent;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2017;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2017;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2017;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Materiálovotech.Fa STU;verejná;2017;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2017;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2017;asistent;part-time;0;0;1;1
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2017;asistent;part-time;0;0;4;4
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2017;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa výrob.technológií TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa mater.,metal.,recyk.;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;TU K - rektorát;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2017;asistent;part-time;0;0;1;1
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Letecká fakulta TU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa humanitných vied ŽU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;ŽU - rektorát;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2017;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa bezpečnostného inž.;verejná;2017;asistent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa špec. techniky TnUAD;verejná;2017;asistent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa priem.technol.TnUAD;verejná;2017;asistent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;TnUAD - rektorát;verejná;2017;asistent;part-time;0;0;0;0
TRENČ. UNIV. A.DUBČEKA;Fa soc.-ekon.vzť. TnUAD;verejná;2017;asistent;part-time;0;0;1;1
TRENČ. UNIV. A.DUBČEKA;Fa zdravotníctva TnUAD;verejná;2017;asistent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2017;asistent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2017;asistent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2017;asistent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2017;asistent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2017;asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2017;asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2017;asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2017;asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2017;asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2017;asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2017;asistent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2017;asistent;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2017;asistent;part-time;0;0;19;19
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2017;asistent;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2017;asistent;part-time;0;0;4;4
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2017;asistent;part-time;0;0;2;2
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2017;asistent;part-time;0;0;2;2
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2017;asistent;part-time;0;0;0;0
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2017;asistent;part-time;0;0;1;1
