univerzita;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
TUAD;2022;hosťujúci profesor;part-time;0;0;0;0
TUAD;2022;lektor;full-time;0;0;0;0
TUAD;2022;lektor;part-time;0;0;0;0
TUAD;2022;odborný asistent;full-time;0;27;5;32
TUAD;2022;odborný asistent;part-time;0;26;12;38
TUAD;2022;profesor;full-time;3;20;0;23
TUAD;2022;profesor;part-time;0;2;0;2
TUKE;2009;asistent;full-time;0;0;0;0
TUKE;2009;asistent;part-time;0;0;0;0
TUKE;2009;docent;full-time;1;191;0;192
TUKE;2009;docent;part-time;0;7;0;7
TUKE;2009;hosťujúci profesor;full-time;0;0;0;0
TUKE;2009;hosťujúci profesor;part-time;0;0;0;0
TUKE;2009;lektor;full-time;0;0;4;4
TUKE;2009;lektor;part-time;0;0;6;6
TUKE;2009;odborný asistent;full-time;0;397;135;532
TUKE;2009;odborný asistent;part-time;0;20;18;38
TUKE;2009;profesor;full-time;13;111;0;124
TUKE;2009;profesor;part-time;2;5;0;7
TUKE;2010;asistent;full-time;0;0;2;2
TUKE;2010;asistent;part-time;0;0;0;0
TUKE;2010;docent;full-time;1;187;1;189
TUKE;2010;docent;part-time;0;6;0;6
TUKE;2010;hosťujúci profesor;full-time;0;0;0;0
TUKE;2010;hosťujúci profesor;part-time;0;0;0;0
TUKE;2010;lektor;full-time;0;0;7;7
TUKE;2010;lektor;part-time;0;0;2;2
TUKE;2010;odborný asistent;full-time;0;410;95;505
TUKE;2010;odborný asistent;part-time;0;11;25;36
TUKE;2010;profesor;full-time;12;111;0;123
TUKE;2010;profesor;part-time;1;9;0;10
TUKE;2011;asistent;full-time;0;0;2;2
TUKE;2011;asistent;part-time;0;0;0;0
TUKE;2011;docent;full-time;1;187;4;192
TUKE;2011;docent;part-time;0;8;0;8
TUKE;2011;hosťujúci profesor;full-time;0;0;0;0
TUKE;2011;hosťujúci profesor;part-time;0;0;0;0
TUKE;2011;lektor;full-time;0;0;10;10
TUKE;2011;lektor;part-time;0;0;5;5
TUKE;2011;odborný asistent;full-time;0;410;69;479
TUKE;2011;odborný asistent;part-time;0;11;18;29
TUKE;2011;profesor;full-time;10;108;3;121
TUKE;2011;profesor;part-time;1;5;0;6
TUKE;2012;asistent;full-time;0;0;1;1
TUKE;2012;asistent;part-time;0;0;1;1
TUKE;2012;docent;full-time;1;186;2;189
TUKE;2012;docent;part-time;0;7;1;8
TUKE;2012;hosťujúci profesor;full-time;0;0;0;0
TUKE;2012;hosťujúci profesor;part-time;0;0;0;0
TUKE;2012;lektor;full-time;0;0;11;11
TUKE;2012;lektor;part-time;0;0;7;7
TUKE;2012;odborný asistent;full-time;0;406;55;461
TUKE;2012;odborný asistent;part-time;0;22;8;30
TUKE;2012;profesor;full-time;9;108;2;119
TUKE;2012;profesor;part-time;1;6;1;8
TUKE;2013;asistent;full-time;0;0;3;3
TUKE;2013;asistent;part-time;0;0;0;0
TUKE;2013;docent;full-time;0;189;2;191
TUKE;2013;docent;part-time;0;11;0;11
TUKE;2013;hosťujúci profesor;full-time;0;0;0;0
TUKE;2013;hosťujúci profesor;part-time;0;0;0;0
TUKE;2013;lektor;full-time;0;0;13;13
TUKE;2013;lektor;part-time;0;0;4;4
TUKE;2013;odborný asistent;full-time;0;404;53;457
TUKE;2013;odborný asistent;part-time;0;19;15;34
TUKE;2013;profesor;full-time;11;108;2;121
TUKE;2013;profesor;part-time;1;2;1;4
TUKE;2014;asistent;full-time;0;0;1;1
TUKE;2014;asistent;part-time;0;0;0;0
TUKE;2014;docent;full-time;0;207;2;209
TUKE;2014;docent;part-time;0;9;0;9
TUKE;2014;hosťujúci profesor;full-time;0;0;0;0
TUKE;2014;hosťujúci profesor;part-time;0;0;0;0
TUKE;2014;lektor;full-time;0;0;8;8
TUKE;2014;lektor;part-time;0;0;6;6
TUKE;2014;odborný asistent;full-time;0;386;51;437
TUKE;2014;odborný asistent;part-time;0;23;11;34
TUKE;2014;profesor;full-time;9;106;3;118
TUKE;2014;profesor;part-time;1;10;0;11
TUKE;2015;asistent;full-time;0;0;0;0
TUKE;2015;asistent;part-time;0;0;0;0
TUKE;2015;docent;full-time;0;204;1;205
TUKE;2015;docent;part-time;0;12;0;12
TUKE;2015;hosťujúci profesor;full-time;0;0;0;0
TUKE;2015;hosťujúci profesor;part-time;0;0;0;0
TUKE;2015;lektor;full-time;0;0;10;10
TUKE;2015;lektor;part-time;0;0;2;2
TUKE;2015;odborný asistent;full-time;0;392;46;438
TUKE;2015;odborný asistent;part-time;0;15;12;27
TUKE;2015;profesor;full-time;9;107;4;120
TUKE;2015;profesor;part-time;1;6;0;7
TUKE;2016;asistent;full-time;0;0;0;0
TUKE;2016;asistent;part-time;0;0;0;0
TUKE;2016;docent;full-time;0;212;1;213
TUKE;2016;docent;part-time;0;6;0;6
TUKE;2016;hosťujúci profesor;full-time;0;0;0;0
TUKE;2016;hosťujúci profesor;part-time;0;0;0;0
TUKE;2016;lektor;full-time;0;0;8;8
TUKE;2016;lektor;part-time;0;0;5;5
TUKE;2016;odborný asistent;full-time;0;369;38;407
TUKE;2016;odborný asistent;part-time;0;13;12;25
TUKE;2016;profesor;full-time;7;109;3;119
TUKE;2016;profesor;part-time;2;4;0;6
TUKE;2017;asistent;full-time;0;0;1;1
TUKE;2017;asistent;part-time;0;0;1;1
TUKE;2017;docent;full-time;0;245;1;246
TUKE;2017;docent;part-time;0;8;0;8
TUKE;2017;hosťujúci profesor;full-time;0;0;0;0
TUKE;2017;hosťujúci profesor;part-time;0;0;0;0
TUKE;2017;lektor;full-time;0;0;7;7
TUKE;2017;lektor;part-time;0;0;1;1
TUKE;2017;odborný asistent;full-time;0;339;35;374
TUKE;2017;odborný asistent;part-time;0;18;13;31
TUKE;2017;profesor;full-time;5;107;3;115
TUKE;2017;profesor;part-time;2;2;0;4
TUKE;2018;asistent;full-time;0;0;2;2
TUKE;2018;asistent;part-time;0;0;0;0
TUKE;2018;docent;full-time;1;241;1;243
TUKE;2018;docent;part-time;0;9;0;9
TUKE;2018;hosťujúci profesor;full-time;0;0;0;0
TUKE;2018;hosťujúci profesor;part-time;0;0;0;0
TUKE;2018;lektor;full-time;0;0;8;8
TUKE;2018;lektor;part-time;0;0;1;1
TUKE;2018;odborný asistent;full-time;0;347;34;381
TUKE;2018;odborný asistent;part-time;0;17;14;31
TUKE;2018;profesor;full-time;5;108;3;116
TUKE;2018;profesor;part-time;1;4;0;5
TUKE;2019;asistent;full-time;0;0;2;2
TUKE;2019;asistent;part-time;0;0;0;0
TUKE;2019;docent;full-time;0;249;1;250
TUKE;2019;docent;part-time;0;8;0;8
TUKE;2019;hosťujúci profesor;full-time;0;0;0;0
TUKE;2019;hosťujúci profesor;part-time;0;0;0;0
TUKE;2019;lektor;full-time;0;0;8;8
TUKE;2019;lektor;part-time;0;0;4;4
TUKE;2019;odborný asistent;full-time;0;328;30;358
TUKE;2019;odborný asistent;part-time;0;14;13;27
TUKE;2019;profesor;full-time;7;105;2;114
TUKE;2019;profesor;part-time;1;6;0;7
TUKE;2020;asistent;full-time;0;0;2;2
TUKE;2020;asistent;part-time;0;0;1;1
TUKE;2020;docent;full-time;0;250;1;251
TUKE;2020;docent;part-time;0;6;0;6
TUKE;2020;hosťujúci profesor;full-time;0;0;0;0
TUKE;2020;hosťujúci profesor;part-time;0;0;0;0
TUKE;2020;lektor;full-time;0;0;9;9
TUKE;2020;lektor;part-time;0;0;2;2
TUKE;2020;odborný asistent;full-time;0;295;54;349
TUKE;2020;odborný asistent;part-time;0;7;27;34
TUKE;2020;profesor;full-time;6;109;2;117
TUKE;2020;profesor;part-time;1;6;1;8
TUKE;2021;asistent;full-time;0;0;1;1
TUKE;2021;asistent;part-time;0;0;1;1
TUKE;2021;docent;full-time;0;244;10;254
TUKE;2021;docent;part-time;0;7;0;7
TUKE;2021;hosťujúci profesor;full-time;0;0;0;0
TUKE;2021;hosťujúci profesor;part-time;0;0;0;0
TUKE;2021;lektor;full-time;0;0;7;7
TUKE;2021;lektor;part-time;0;0;1;1
TUKE;2021;odborný asistent;full-time;0;282;13;295
TUKE;2021;odborný asistent;part-time;0;16;10;26
TUKE;2021;profesor;full-time;6;111;2;119
TUKE;2021;profesor;part-time;1;2;0;3
TUKE;2022;asistent;full-time;0;0;0;0
TUKE;2022;asistent;part-time;0;0;1;1
TUKE;2022;docent;full-time;1;254;0;255
TUKE;2022;docent;part-time;0;10;0;10
TUKE;2022;hosťujúci profesor;full-time;0;0;0;0
TUKE;2022;hosťujúci profesor;part-time;0;0;0;0
TUKE;2022;lektor;full-time;0;0;8;8
TUKE;2022;lektor;part-time;0;0;1;1
TUKE;2022;odborný asistent;full-time;0;262;13;275
TUKE;2022;odborný asistent;part-time;0;17;7;24
TUKE;2022;profesor;full-time;5;111;2;118
TUKE;2022;profesor;part-time;1;4;0;5
TUZVO;2009;asistent;full-time;0;0;0;0
TUZVO;2009;asistent;part-time;0;0;0;0
TUZVO;2009;docent;full-time;0;67;0;67
TUZVO;2009;docent;part-time;0;7;0;7
TUZVO;2009;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2009;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2009;lektor;full-time;0;0;0;0
TUZVO;2009;lektor;part-time;0;0;0;0
TUZVO;2009;odborný asistent;full-time;0;110;62;172
TUZVO;2009;odborný asistent;part-time;0;1;3;4
TUZVO;2009;profesor;full-time;4;35;0;39
TUZVO;2009;profesor;part-time;2;5;0;7
TUZVO;2010;asistent;full-time;0;0;0;0
TUZVO;2010;asistent;part-time;0;0;0;0
TUZVO;2010;docent;full-time;1;65;0;66
TUZVO;2010;docent;part-time;0;7;0;7
TUZVO;2010;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2010;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2010;lektor;full-time;0;0;0;0
TUZVO;2010;lektor;part-time;0;0;0;0
TUZVO;2010;odborný asistent;full-time;0;117;45;162
TUZVO;2010;odborný asistent;part-time;0;2;0;2
TUZVO;2010;profesor;full-time;3;35;0;38
TUZVO;2010;profesor;part-time;0;3;0;3
TUZVO;2011;asistent;full-time;0;0;0;0
TUZVO;2011;asistent;part-time;0;0;0;0
TUZVO;2011;docent;full-time;1;65;0;66
TUZVO;2011;docent;part-time;0;4;0;4
TUZVO;2011;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2011;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2011;lektor;full-time;0;0;0;0
TUZVO;2011;lektor;part-time;0;0;0;0
TUZVO;2011;odborný asistent;full-time;0;133;21;154
TUZVO;2011;odborný asistent;part-time;0;6;3;9
TUZVO;2011;profesor;full-time;3;32;0;35
TUZVO;2011;profesor;part-time;0;1;0;1
TUZVO;2012;asistent;full-time;0;0;0;0
TUZVO;2012;asistent;part-time;0;0;0;0
TUZVO;2012;docent;full-time;0;62;0;62
TUZVO;2012;docent;part-time;0;5;0;5
TUZVO;2012;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2012;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2012;lektor;full-time;0;0;0;0
TUZVO;2012;lektor;part-time;0;0;0;0
TUZVO;2012;odborný asistent;full-time;0;142;22;164
TUZVO;2012;odborný asistent;part-time;0;7;0;7
TUZVO;2012;profesor;full-time;4;31;0;35
TUZVO;2012;profesor;part-time;0;1;0;1
TUZVO;2013;asistent;full-time;0;0;0;0
TUZVO;2013;asistent;part-time;0;0;0;0
TUZVO;2013;docent;full-time;0;62;0;62
TUZVO;2013;docent;part-time;0;2;0;2
TUZVO;2013;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2013;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2013;lektor;full-time;0;0;0;0
TUZVO;2013;lektor;part-time;0;0;0;0
TUZVO;2013;odborný asistent;full-time;0;140;22;162
TUZVO;2013;odborný asistent;part-time;0;5;0;5
TUZVO;2013;profesor;full-time;4;30;0;34
TUZVO;2013;profesor;part-time;0;1;0;1
TUZVO;2014;asistent;full-time;0;0;0;0
TUZVO;2014;asistent;part-time;0;0;0;0
TUZVO;2014;docent;full-time;0;67;0;67
TUZVO;2014;docent;part-time;0;5;0;5
TUZVO;2014;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2014;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2014;lektor;full-time;0;0;0;0
TUZVO;2014;lektor;part-time;0;0;0;0
TUZVO;2014;odborný asistent;full-time;0;134;16;150
TUZVO;2014;odborný asistent;part-time;0;6;0;6
TUZVO;2014;profesor;full-time;4;28;0;32
TUZVO;2014;profesor;part-time;0;1;0;1
TUZVO;2015;asistent;full-time;0;0;0;0
TUZVO;2015;asistent;part-time;0;0;0;0
TUZVO;2015;docent;full-time;0;67;0;67
TUZVO;2015;docent;part-time;0;6;0;6
TUZVO;2015;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2015;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2015;lektor;full-time;0;0;0;0
TUZVO;2015;lektor;part-time;0;0;0;0
TUZVO;2015;odborný asistent;full-time;0;125;5;130
TUZVO;2015;odborný asistent;part-time;0;9;2;11
TUZVO;2015;profesor;full-time;4;29;0;33
TUZVO;2015;profesor;part-time;0;1;0;1
TUZVO;2016;asistent;full-time;0;0;0;0
TUZVO;2016;asistent;part-time;0;0;0;0
TUZVO;2016;docent;full-time;0;69;1;70
TUZVO;2016;docent;part-time;0;7;0;7
TUZVO;2016;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2016;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2016;lektor;full-time;0;0;0;0
TUZVO;2016;lektor;part-time;0;0;0;0
TUZVO;2016;odborný asistent;full-time;0;131;7;138
TUZVO;2016;odborný asistent;part-time;0;10;6;16
TUZVO;2016;profesor;full-time;3;29;0;32
TUZVO;2016;profesor;part-time;0;1;0;1
TUZVO;2017;asistent;full-time;0;0;0;0
TUZVO;2017;asistent;part-time;0;0;0;0
TUZVO;2017;docent;full-time;0;68;1;69
TUZVO;2017;docent;part-time;0;3;0;3
TUZVO;2017;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2017;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2017;lektor;full-time;0;0;0;0
TUZVO;2017;lektor;part-time;0;0;0;0
TUZVO;2017;odborný asistent;full-time;0;122;5;127
TUZVO;2017;odborný asistent;part-time;0;13;0;13
TUZVO;2017;profesor;full-time;3;29;0;32
TUZVO;2017;profesor;part-time;0;0;0;0
TUZVO;2018;asistent;full-time;0;0;0;0
TUZVO;2018;asistent;part-time;0;0;0;0
TUZVO;2018;docent;full-time;0;67;1;68
TUZVO;2018;docent;part-time;0;2;0;2
TUZVO;2018;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2018;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2018;lektor;full-time;0;0;0;0
TUZVO;2018;lektor;part-time;0;0;0;0
TUZVO;2018;odborný asistent;full-time;0;118;4;122
TUZVO;2018;odborný asistent;part-time;0;17;2;19
TUZVO;2018;profesor;full-time;3;27;0;30
TUZVO;2018;profesor;part-time;0;0;0;0
TUZVO;2019;asistent;full-time;0;0;0;0
TUZVO;2019;asistent;part-time;0;0;0;0
TUZVO;2019;docent;full-time;0;63;1;64
TUZVO;2019;docent;part-time;0;2;0;2
TUZVO;2019;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2019;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2019;lektor;full-time;0;0;0;0
TUZVO;2019;lektor;part-time;0;0;0;0
TUZVO;2019;odborný asistent;full-time;0;115;4;119
TUZVO;2019;odborný asistent;part-time;0;14;4;18
TUZVO;2019;profesor;full-time;2;31;0;33
TUZVO;2019;profesor;part-time;0;0;0;0
TUZVO;2020;asistent;full-time;0;0;0;0
TUZVO;2020;asistent;part-time;0;0;0;0
TUZVO;2020;docent;full-time;0;70;1;71
TUZVO;2020;docent;part-time;0;2;0;2
TUZVO;2020;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2020;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2020;lektor;full-time;0;0;0;0
TUZVO;2020;lektor;part-time;0;0;0;0
TUZVO;2020;odborný asistent;full-time;0;108;3;111
TUZVO;2020;odborný asistent;part-time;0;14;1;15
TUZVO;2020;profesor;full-time;2;29;0;31
TUZVO;2020;profesor;part-time;0;0;0;0
TUZVO;2021;asistent;full-time;0;0;0;0
TUZVO;2021;asistent;part-time;0;0;0;0
TUZVO;2021;docent;full-time;0;63;1;64
TUZVO;2021;docent;part-time;0;4;0;4
TUZVO;2021;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2021;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2021;lektor;full-time;0;0;0;0
TUZVO;2021;lektor;part-time;0;0;0;0
TUZVO;2021;odborný asistent;full-time;0;103;2;105
TUZVO;2021;odborný asistent;part-time;0;10;2;12
TUZVO;2021;profesor;full-time;3;32;0;35
TUZVO;2021;profesor;part-time;0;0;0;0
TUZVO;2022;asistent;full-time;0;0;0;0
TUZVO;2022;asistent;part-time;0;0;0;0
TUZVO;2022;docent;full-time;0;68;1;69
TUZVO;2022;docent;part-time;0;1;0;1
TUZVO;2022;hosťujúci profesor;full-time;0;0;0;0
TUZVO;2022;hosťujúci profesor;part-time;0;0;0;0
TUZVO;2022;lektor;full-time;0;0;0;0
TUZVO;2022;lektor;part-time;0;0;0;0
TUZVO;2022;odborný asistent;full-time;0;91;2;93
TUZVO;2022;odborný asistent;part-time;0;12;3;15
TUZVO;2022;profesor;full-time;2;36;0;38
TUZVO;2022;profesor;part-time;0;0;0;0
TVU;2009;asistent;full-time;0;0;5;5
TVU;2009;asistent;part-time;0;0;5;5
TVU;2009;docent;full-time;0;57;3;60
TVU;2009;docent;part-time;0;4;0;4
TVU;2009;hosťujúci profesor;full-time;0;0;0;0
TVU;2009;hosťujúci profesor;part-time;0;0;0;0
TVU;2009;lektor;full-time;0;0;0;0
TVU;2009;lektor;part-time;0;0;0;0
TVU;2009;odborný asistent;full-time;0;128;46;174
TVU;2009;odborný asistent;part-time;0;43;25;68
TVU;2009;profesor;full-time;5;43;0;48
TVU;2009;profesor;part-time;0;3;0;3
TVU;2010;asistent;full-time;0;0;4;4
TVU;2010;asistent;part-time;0;0;7;7
TVU;2010;docent;full-time;0;53;3;56
TVU;2010;docent;part-time;0;2;0;2
TVU;2010;hosťujúci profesor;full-time;0;0;0;0
TVU;2010;hosťujúci profesor;part-time;0;0;0;0
TVU;2010;lektor;full-time;0;0;0;0
TVU;2010;lektor;part-time;0;0;0;0
TVU;2010;odborný asistent;full-time;0;179;20;199
TVU;2010;odborný asistent;part-time;0;50;10;60
TVU;2010;profesor;full-time;5;46;0;51
TVU;2010;profesor;part-time;0;2;0;2
TVU;2011;asistent;full-time;0;0;6;6
TVU;2011;asistent;part-time;0;0;7;7
TVU;2011;docent;full-time;0;66;3;69
TVU;2011;docent;part-time;0;1;0;1
TVU;2011;hosťujúci profesor;full-time;0;0;0;0
TVU;2011;hosťujúci profesor;part-time;0;0;0;0
TVU;2011;lektor;full-time;0;0;0;0
TVU;2011;lektor;part-time;0;0;0;0
TVU;2011;odborný asistent;full-time;0;162;18;180
TVU;2011;odborný asistent;part-time;0;47;10;57
TVU;2011;profesor;full-time;4;39;0;43
TVU;2011;profesor;part-time;0;3;0;3
TVU;2012;asistent;full-time;0;0;3;3
TVU;2012;asistent;part-time;0;0;5;5
TVU;2012;docent;full-time;0;70;3;73
TVU;2012;docent;part-time;0;1;0;1
TVU;2012;hosťujúci profesor;full-time;0;0;0;0
TVU;2012;hosťujúci profesor;part-time;0;0;0;0
TVU;2012;lektor;full-time;0;0;0;0
TVU;2012;lektor;part-time;0;0;0;0
TVU;2012;odborný asistent;full-time;0;160;13;173
TVU;2012;odborný asistent;part-time;0;35;13;48
TVU;2012;profesor;full-time;4;43;0;47
TVU;2012;profesor;part-time;0;3;0;3
TVU;2013;asistent;full-time;0;0;3;3
TVU;2013;asistent;part-time;0;0;3;3
TVU;2013;docent;full-time;0;65;3;68
TVU;2013;docent;part-time;0;3;0;3
TVU;2013;hosťujúci profesor;full-time;0;0;0;0
TVU;2013;hosťujúci profesor;part-time;0;0;0;0
TVU;2013;lektor;full-time;0;0;0;0
TVU;2013;lektor;part-time;0;0;0;0
TVU;2013;odborný asistent;full-time;0;157;7;164
TVU;2013;odborný asistent;part-time;0;41;12;53
TVU;2013;profesor;full-time;3;43;0;46
TVU;2013;profesor;part-time;1;6;0;7
TVU;2014;asistent;full-time;0;0;1;1
TVU;2014;asistent;part-time;0;0;6;6
TVU;2014;docent;full-time;0;73;3;76
TVU;2014;docent;part-time;0;2;0;2
TVU;2014;hosťujúci profesor;full-time;0;0;0;0
TVU;2014;hosťujúci profesor;part-time;0;0;0;0
TVU;2014;lektor;full-time;0;0;0;0
TVU;2014;lektor;part-time;0;0;0;0
TVU;2014;odborný asistent;full-time;0;159;3;162
TVU;2014;odborný asistent;part-time;0;40;6;46
TVU;2014;profesor;full-time;4;46;0;50
TVU;2014;profesor;part-time;1;6;0;7
TVU;2015;asistent;full-time;0;0;1;1
TVU;2015;asistent;part-time;0;0;4;4
TVU;2015;docent;full-time;0;84;3;87
TVU;2015;docent;part-time;0;1;0;1
TVU;2015;hosťujúci profesor;full-time;0;0;0;0
TVU;2015;hosťujúci profesor;part-time;0;0;0;0
TVU;2015;lektor;full-time;0;0;0;0
TVU;2015;lektor;part-time;0;0;0;0
TVU;2015;odborný asistent;full-time;0;146;1;147
TVU;2015;odborný asistent;part-time;0;29;3;32
TVU;2015;profesor;full-time;4;41;0;45
TVU;2015;profesor;part-time;1;7;0;8
TVU;2016;asistent;full-time;0;0;1;1
TVU;2016;asistent;part-time;0;0;4;4
TVU;2016;docent;full-time;0;83;3;86
TVU;2016;docent;part-time;0;3;0;3
TVU;2016;hosťujúci profesor;full-time;0;0;0;0
TVU;2016;hosťujúci profesor;part-time;0;0;0;0
TVU;2016;lektor;full-time;0;0;0;0
TVU;2016;lektor;part-time;0;0;0;0
TVU;2016;odborný asistent;full-time;0;141;1;142
TVU;2016;odborný asistent;part-time;0;28;4;32
TVU;2016;profesor;full-time;1;43;0;44
TVU;2016;profesor;part-time;1;8;0;9
TVU;2017;asistent;full-time;0;0;0;0
TVU;2017;asistent;part-time;0;0;4;4
TVU;2017;docent;full-time;0;83;3;86
TVU;2017;docent;part-time;0;2;0;2
TVU;2017;hosťujúci profesor;full-time;0;0;0;0
TVU;2017;hosťujúci profesor;part-time;0;0;0;0
TVU;2017;lektor;full-time;0;0;1;1
TVU;2017;lektor;part-time;0;0;0;0
TVU;2017;odborný asistent;full-time;0;141;1;142
TVU;2017;odborný asistent;part-time;0;42;3;45
TVU;2017;profesor;full-time;1;44;0;45
TVU;2017;profesor;part-time;0;3;0;3
TVU;2018;asistent;full-time;0;0;0;0
TVU;2018;asistent;part-time;0;0;4;4
TVU;2018;docent;full-time;0;87;3;90
TVU;2018;docent;part-time;0;1;0;1
TVU;2018;hosťujúci profesor;full-time;0;0;0;0
TVU;2018;hosťujúci profesor;part-time;0;0;0;0
TVU;2018;lektor;full-time;0;0;0;0
TVU;2018;lektor;part-time;0;0;0;0
TVU;2018;odborný asistent;full-time;0;132;3;135
TVU;2018;odborný asistent;part-time;0;40;1;41
TVU;2018;profesor;full-time;1;41;0;42
TVU;2018;profesor;part-time;0;3;0;3
TVU;2019;asistent;full-time;0;0;1;1
TVU;2019;asistent;part-time;0;0;0;0
TVU;2019;docent;full-time;0;79;3;82
TVU;2019;docent;part-time;0;1;0;1
TVU;2019;hosťujúci profesor;full-time;0;0;0;0
TVU;2019;hosťujúci profesor;part-time;0;0;0;0
TVU;2019;lektor;full-time;0;0;1;1
TVU;2019;lektor;part-time;0;0;0;0
TVU;2019;odborný asistent;full-time;0;120;3;123
TVU;2019;odborný asistent;part-time;0;39;3;42
TVU;2019;profesor;full-time;1;42;0;43
TVU;2019;profesor;part-time;0;3;0;3
TVU;2020;asistent;full-time;0;0;2;2
TVU;2020;asistent;part-time;0;0;2;2
TVU;2020;docent;full-time;0;73;2;75
TVU;2020;docent;part-time;0;2;0;2
TVU;2020;hosťujúci profesor;full-time;0;0;0;0
TVU;2020;hosťujúci profesor;part-time;0;0;0;0
TVU;2020;lektor;full-time;0;0;1;1
TVU;2020;lektor;part-time;0;0;0;0
TVU;2020;odborný asistent;full-time;0;126;4;130
TVU;2020;odborný asistent;part-time;0;40;4;44
TVU;2020;profesor;full-time;1;42;0;43
TVU;2020;profesor;part-time;0;4;0;4
TVU;2021;asistent;full-time;0;0;2;2
TVU;2021;asistent;part-time;0;0;3;3
TVU;2021;docent;full-time;0;80;2;82
TVU;2021;docent;part-time;0;2;0;2
TVU;2021;hosťujúci profesor;full-time;0;0;0;0
TVU;2021;hosťujúci profesor;part-time;0;0;0;0
TVU;2021;lektor;full-time;0;0;1;1
TVU;2021;lektor;part-time;0;0;0;0
TVU;2021;odborný asistent;full-time;0;125;4;129
TVU;2021;odborný asistent;part-time;0;40;4;44
TVU;2021;profesor;full-time;1;47;0;48
TVU;2021;profesor;part-time;0;2;0;2
TVU;2022;asistent;full-time;0;0;1;1
TVU;2022;asistent;part-time;0;0;3;3
TVU;2022;docent;full-time;0;94;7;101
TVU;2022;docent;part-time;0;1;0;1
TVU;2022;hosťujúci profesor;full-time;0;0;0;0
TVU;2022;hosťujúci profesor;part-time;0;0;0;0
TVU;2022;lektor;full-time;0;0;1;1
TVU;2022;lektor;part-time;0;0;0;0
TVU;2022;odborný asistent;full-time;0;98;4;102
TVU;2022;odborný asistent;part-time;0;48;3;51
TVU;2022;profesor;full-time;1;52;6;59
TVU;2022;profesor;part-time;0;1;0;1
UCM;2009;asistent;full-time;0;0;2;2
UCM;2009;asistent;part-time;0;0;0;0
UCM;2009;docent;full-time;1;35;0;36
UCM;2009;docent;part-time;2;19;0;21
UCM;2009;hosťujúci profesor;full-time;0;0;0;0
UCM;2009;hosťujúci profesor;part-time;0;0;0;0
UCM;2009;lektor;full-time;0;0;0;0
UCM;2009;lektor;part-time;0;0;0;0
UCM;2009;odborný asistent;full-time;0;62;83;145
UCM;2009;odborný asistent;part-time;0;31;30;61
UCM;2009;profesor;full-time;11;31;2;44
UCM;2009;profesor;part-time;5;1;0;6
UCM;2010;asistent;full-time;0;0;2;2
UCM;2010;asistent;part-time;0;0;0;0
UCM;2010;docent;full-time;1;38;1;40
UCM;2010;docent;part-time;1;6;0;7
UCM;2010;hosťujúci profesor;full-time;0;0;0;0
UCM;2010;hosťujúci profesor;part-time;0;0;0;0
UCM;2010;lektor;full-time;0;0;0;0
UCM;2010;lektor;part-time;0;0;0;0
UCM;2010;odborný asistent;full-time;0;128;74;202
UCM;2010;odborný asistent;part-time;0;15;16;31
UCM;2010;profesor;full-time;12;29;2;43
UCM;2010;profesor;part-time;1;0;0;1
UCM;2011;asistent;full-time;0;0;2;2
UCM;2011;asistent;part-time;0;0;0;0
UCM;2011;docent;full-time;2;35;1;38
UCM;2011;docent;part-time;0;3;0;3
UCM;2011;hosťujúci profesor;full-time;0;0;0;0
UCM;2011;hosťujúci profesor;part-time;0;0;0;0
UCM;2011;lektor;full-time;0;0;1;1
UCM;2011;lektor;part-time;0;0;0;0
UCM;2011;odborný asistent;full-time;0;106;70;176
UCM;2011;odborný asistent;part-time;0;22;10;32
UCM;2011;profesor;full-time;10;30;2;42
UCM;2011;profesor;part-time;1;4;0;5
UCM;2012;asistent;full-time;0;0;1;1
UCM;2012;asistent;part-time;0;0;0;0
UCM;2012;docent;full-time;3;45;2;50
UCM;2012;docent;part-time;0;10;0;10
UCM;2012;hosťujúci profesor;full-time;0;0;0;0
