univerzita;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
UKF;2019;docent;full-time;0;139;2;141
UKF;2019;docent;part-time;0;6;1;7
UKF;2019;hosťujúci profesor;full-time;0;0;0;0
UKF;2019;hosťujúci profesor;part-time;0;0;0;0
UKF;2019;lektor;full-time;0;0;11;11
UKF;2019;lektor;part-time;0;0;2;2
UKF;2019;odborný asistent;full-time;0;274;3;277
UKF;2019;odborný asistent;part-time;0;26;1;27
UKF;2019;profesor;full-time;7;64;1;72
UKF;2019;profesor;part-time;1;2;0;3
UKF;2020;asistent;full-time;0;0;0;0
UKF;2020;asistent;part-time;0;0;0;0
UKF;2020;docent;full-time;0;138;2;140
UKF;2020;docent;part-time;0;8;1;9
UKF;2020;hosťujúci profesor;full-time;0;0;0;0
UKF;2020;hosťujúci profesor;part-time;0;0;0;0
UKF;2020;lektor;full-time;0;0;8;8
UKF;2020;lektor;part-time;0;0;4;4
UKF;2020;odborný asistent;full-time;0;279;0;279
UKF;2020;odborný asistent;part-time;0;26;0;26
UKF;2020;profesor;full-time;7;68;1;76
UKF;2020;profesor;part-time;0;1;0;1
UKF;2021;asistent;full-time;0;0;0;0
UKF;2021;asistent;part-time;0;0;0;0
UKF;2021;docent;full-time;0;139;2;141
UKF;2021;docent;part-time;0;9;0;9
UKF;2021;hosťujúci profesor;full-time;0;0;0;0
UKF;2021;hosťujúci profesor;part-time;0;0;0;0
UKF;2021;lektor;full-time;0;0;5;5
UKF;2021;lektor;part-time;0;0;1;1
UKF;2021;odborný asistent;full-time;0;244;0;244
UKF;2021;odborný asistent;part-time;0;32;0;32
UKF;2021;profesor;full-time;7;67;0;74
UKF;2021;profesor;part-time;0;2;0;2
UKF;2022;asistent;full-time;0;0;0;0
UKF;2022;asistent;part-time;0;0;0;0
UKF;2022;docent;full-time;0;167;2;169
UKF;2022;docent;part-time;0;6;0;6
UKF;2022;hosťujúci profesor;full-time;0;0;0;0
UKF;2022;hosťujúci profesor;part-time;0;0;0;0
UKF;2022;lektor;full-time;0;0;3;3
UKF;2022;lektor;part-time;0;0;0;0
UKF;2022;odborný asistent;full-time;0;186;0;186
UKF;2022;odborný asistent;part-time;0;25;0;25
UKF;2022;profesor;full-time;8;74;0;82
UKF;2022;profesor;part-time;1;2;0;3
UMB;2009;asistent;full-time;0;0;22;22
UMB;2009;asistent;part-time;0;0;4;4
UMB;2009;docent;full-time;1;110;3;114
UMB;2009;docent;part-time;0;8;0;8
UMB;2009;hosťujúci profesor;full-time;0;0;0;0
UMB;2009;hosťujúci profesor;part-time;0;0;0;0
UMB;2009;lektor;full-time;0;0;6;6
UMB;2009;lektor;part-time;0;0;0;0
UMB;2009;odborný asistent;full-time;0;331;80;411
UMB;2009;odborný asistent;part-time;0;36;13;49
UMB;2009;profesor;full-time;8;73;3;84
UMB;2009;profesor;part-time;0;4;0;4
UMB;2010;asistent;full-time;0;0;37;37
UMB;2010;asistent;part-time;0;0;6;6
UMB;2010;docent;full-time;1;111;2;114
UMB;2010;docent;part-time;2;14;1;17
UMB;2010;hosťujúci profesor;full-time;0;0;0;0
UMB;2010;hosťujúci profesor;part-time;0;0;0;0
UMB;2010;lektor;full-time;0;0;7;7
UMB;2010;lektor;part-time;0;0;0;0
UMB;2010;odborný asistent;full-time;0;309;48;357
UMB;2010;odborný asistent;part-time;0;28;7;35
UMB;2010;profesor;full-time;11;70;3;84
UMB;2010;profesor;part-time;0;8;0;8
UMB;2011;asistent;full-time;0;0;22;22
UMB;2011;asistent;part-time;0;0;4;4
UMB;2011;docent;full-time;1;116;1;118
UMB;2011;docent;part-time;0;5;2;7
UMB;2011;hosťujúci profesor;full-time;0;0;0;0
UMB;2011;hosťujúci profesor;part-time;0;0;0;0
UMB;2011;lektor;full-time;0;0;8;8
UMB;2011;lektor;part-time;0;0;0;0
UMB;2011;odborný asistent;full-time;0;315;39;354
UMB;2011;odborný asistent;part-time;0;27;3;30
UMB;2011;profesor;full-time;8;66;3;77
UMB;2011;profesor;part-time;0;3;1;4
UMB;2012;asistent;full-time;0;0;10;10
UMB;2012;asistent;part-time;0;0;6;6
UMB;2012;docent;full-time;1;128;1;130
UMB;2012;docent;part-time;1;9;1;11
UMB;2012;hosťujúci profesor;full-time;0;0;0;0
UMB;2012;hosťujúci profesor;part-time;0;0;0;0
UMB;2012;lektor;full-time;0;0;7;7
UMB;2012;lektor;part-time;0;0;0;0
UMB;2012;odborný asistent;full-time;0;319;32;351
UMB;2012;odborný asistent;part-time;0;21;9;30
UMB;2012;profesor;full-time;8;63;2;73
UMB;2012;profesor;part-time;1;4;0;5
UMB;2013;asistent;full-time;0;0;12;12
UMB;2013;asistent;part-time;0;0;11;11
UMB;2013;docent;full-time;0;121;1;122
UMB;2013;docent;part-time;0;16;0;16
UMB;2013;hosťujúci profesor;full-time;0;0;0;0
UMB;2013;hosťujúci profesor;part-time;0;0;0;0
UMB;2013;lektor;full-time;0;0;7;7
UMB;2013;lektor;part-time;0;0;0;0
UMB;2013;odborný asistent;full-time;0;324;22;346
UMB;2013;odborný asistent;part-time;0;26;12;38
UMB;2013;profesor;full-time;8;61;2;71
UMB;2013;profesor;part-time;0;5;1;6
UMB;2014;asistent;full-time;0;0;3;3
UMB;2014;asistent;part-time;0;0;5;5
UMB;2014;docent;full-time;0;129;3;132
UMB;2014;docent;part-time;0;9;0;9
UMB;2014;hosťujúci profesor;full-time;0;0;0;0
UMB;2014;hosťujúci profesor;part-time;0;0;0;0
UMB;2014;lektor;full-time;0;0;10;10
UMB;2014;lektor;part-time;0;0;0;0
UMB;2014;odborný asistent;full-time;0;296;12;308
UMB;2014;odborný asistent;part-time;0;14;6;20
UMB;2014;profesor;full-time;10;59;5;74
UMB;2014;profesor;part-time;0;4;0;4
UMB;2015;asistent;full-time;0;0;4;4
UMB;2015;asistent;part-time;0;0;3;3
UMB;2015;docent;full-time;0;130;1;131
UMB;2015;docent;part-time;0;12;0;12
UMB;2015;hosťujúci profesor;full-time;0;0;0;0
UMB;2015;hosťujúci profesor;part-time;0;0;0;0
UMB;2015;lektor;full-time;0;0;9;9
UMB;2015;lektor;part-time;0;0;0;0
UMB;2015;odborný asistent;full-time;0;300;10;310
UMB;2015;odborný asistent;part-time;0;19;6;25
UMB;2015;profesor;full-time;8;60;1;69
UMB;2015;profesor;part-time;2;3;0;5
UMB;2016;asistent;full-time;0;0;1;1
UMB;2016;asistent;part-time;0;0;2;2
UMB;2016;docent;full-time;0;129;0;129
UMB;2016;docent;part-time;0;11;0;11
UMB;2016;hosťujúci profesor;full-time;0;0;0;0
UMB;2016;hosťujúci profesor;part-time;0;0;0;0
UMB;2016;lektor;full-time;0;0;5;5
UMB;2016;lektor;part-time;0;0;0;0
UMB;2016;odborný asistent;full-time;0;288;5;293
UMB;2016;odborný asistent;part-time;0;21;9;30
UMB;2016;profesor;full-time;6;58;2;66
UMB;2016;profesor;part-time;1;3;0;4
UMB;2017;asistent;full-time;0;0;1;1
UMB;2017;asistent;part-time;0;0;1;1
UMB;2017;docent;full-time;0;138;0;138
UMB;2017;docent;part-time;0;6;0;6
UMB;2017;hosťujúci profesor;full-time;0;0;0;0
UMB;2017;hosťujúci profesor;part-time;0;0;0;0
UMB;2017;lektor;full-time;0;0;6;6
UMB;2017;lektor;part-time;0;0;1;1
UMB;2017;odborný asistent;full-time;0;281;3;284
UMB;2017;odborný asistent;part-time;0;26;1;27
UMB;2017;profesor;full-time;7;61;1;69
UMB;2017;profesor;part-time;0;1;0;1
UMB;2018;asistent;full-time;0;0;0;0
UMB;2018;asistent;part-time;0;0;1;1
UMB;2018;docent;full-time;0;133;0;133
UMB;2018;docent;part-time;0;4;0;4
UMB;2018;hosťujúci profesor;full-time;0;0;0;0
UMB;2018;hosťujúci profesor;part-time;0;0;0;0
UMB;2018;lektor;full-time;0;0;4;4
UMB;2018;lektor;part-time;0;0;0;0
UMB;2018;odborný asistent;full-time;0;274;3;277
UMB;2018;odborný asistent;part-time;0;20;3;23
UMB;2018;profesor;full-time;5;59;0;64
UMB;2018;profesor;part-time;0;0;0;0
UMB;2019;asistent;full-time;0;0;1;1
UMB;2019;asistent;part-time;0;0;1;1
UMB;2019;docent;full-time;0;132;0;132
UMB;2019;docent;part-time;0;5;0;5
UMB;2019;hosťujúci profesor;full-time;0;0;0;0
UMB;2019;hosťujúci profesor;part-time;0;0;0;0
UMB;2019;lektor;full-time;0;0;5;5
UMB;2019;lektor;part-time;0;0;3;3
UMB;2019;odborný asistent;full-time;0;224;48;272
UMB;2019;odborný asistent;part-time;0;16;2;18
UMB;2019;profesor;full-time;4;58;0;62
UMB;2019;profesor;part-time;0;1;0;1
UMB;2020;asistent;full-time;0;0;1;1
UMB;2020;asistent;part-time;0;0;1;1
UMB;2020;docent;full-time;0;125;0;125
UMB;2020;docent;part-time;0;4;0;4
UMB;2020;hosťujúci profesor;full-time;0;0;0;0
UMB;2020;hosťujúci profesor;part-time;0;0;0;0
UMB;2020;lektor;full-time;0;0;9;9
UMB;2020;lektor;part-time;0;0;0;0
UMB;2020;odborný asistent;full-time;0;274;3;277
UMB;2020;odborný asistent;part-time;0;19;0;19
UMB;2020;profesor;full-time;4;53;0;57
UMB;2020;profesor;part-time;0;0;0;0
UMB;2021;asistent;full-time;0;0;0;0
UMB;2021;asistent;part-time;0;0;1;1
UMB;2021;docent;full-time;0;119;0;119
UMB;2021;docent;part-time;0;5;0;5
UMB;2021;hosťujúci profesor;full-time;0;0;0;0
UMB;2021;hosťujúci profesor;part-time;0;0;0;0
UMB;2021;lektor;full-time;0;0;7;7
UMB;2021;lektor;part-time;0;0;1;1
UMB;2021;odborný asistent;full-time;0;246;2;248
UMB;2021;odborný asistent;part-time;0;20;3;23
UMB;2021;profesor;full-time;4;58;0;62
UMB;2021;profesor;part-time;0;0;0;0
UMB;2022;asistent;full-time;0;0;0;0
UMB;2022;asistent;part-time;0;0;2;2
UMB;2022;docent;full-time;0;144;0;144
UMB;2022;docent;part-time;0;5;0;5
UMB;2022;hosťujúci profesor;full-time;0;0;0;0
UMB;2022;hosťujúci profesor;part-time;0;0;0;0
UMB;2022;lektor;full-time;0;0;5;5
UMB;2022;lektor;part-time;0;0;0;0
UMB;2022;odborný asistent;full-time;0;152;26;178
UMB;2022;odborný asistent;part-time;0;16;2;18
UMB;2022;profesor;full-time;3;57;0;60
UMB;2022;profesor;part-time;0;0;0;0
UPJŠ;2009;asistent;full-time;0;0;42;42
UPJŠ;2009;asistent;part-time;0;0;12;12
UPJŠ;2009;docent;full-time;1;105;0;106
UPJŠ;2009;docent;part-time;0;6;0;6
UPJŠ;2009;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2009;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2009;lektor;full-time;0;0;21;21
UPJŠ;2009;lektor;part-time;0;0;3;3
UPJŠ;2009;odborný asistent;full-time;0;222;70;292
UPJŠ;2009;odborný asistent;part-time;0;33;12;45
UPJŠ;2009;profesor;full-time;22;80;0;102
UPJŠ;2009;profesor;part-time;2;2;0;4
UPJŠ;2010;asistent;full-time;0;0;44;44
UPJŠ;2010;asistent;part-time;0;0;12;12
UPJŠ;2010;docent;full-time;0;110;0;110
UPJŠ;2010;docent;part-time;0;5;0;5
UPJŠ;2010;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2010;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2010;lektor;full-time;0;0;17;17
UPJŠ;2010;lektor;part-time;0;0;1;1
UPJŠ;2010;odborný asistent;full-time;0;246;61;307
UPJŠ;2010;odborný asistent;part-time;0;43;14;57
UPJŠ;2010;profesor;full-time;21;77;0;98
UPJŠ;2010;profesor;part-time;3;4;0;7
UPJŠ;2011;asistent;full-time;0;0;45;45
UPJŠ;2011;asistent;part-time;0;0;8;8
UPJŠ;2011;docent;full-time;0;119;0;119
UPJŠ;2011;docent;part-time;0;10;0;10
UPJŠ;2011;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2011;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2011;lektor;full-time;0;0;15;15
UPJŠ;2011;lektor;part-time;0;0;2;2
UPJŠ;2011;odborný asistent;full-time;0;260;48;308
UPJŠ;2011;odborný asistent;part-time;0;45;12;57
UPJŠ;2011;profesor;full-time;24;78;0;102
UPJŠ;2011;profesor;part-time;2;2;0;4
UPJŠ;2012;asistent;full-time;0;0;42;42
UPJŠ;2012;asistent;part-time;0;0;7;7
UPJŠ;2012;docent;full-time;0;127;0;127
UPJŠ;2012;docent;part-time;0;9;0;9
UPJŠ;2012;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2012;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2012;lektor;full-time;0;0;11;11
UPJŠ;2012;lektor;part-time;0;0;1;1
UPJŠ;2012;odborný asistent;full-time;0;258;38;296
UPJŠ;2012;odborný asistent;part-time;0;42;15;57
UPJŠ;2012;profesor;full-time;24;79;0;103
UPJŠ;2012;profesor;part-time;1;4;0;5
UPJŠ;2013;asistent;full-time;0;0;49;49
UPJŠ;2013;asistent;part-time;0;0;8;8
UPJŠ;2013;docent;full-time;0;126;0;126
UPJŠ;2013;docent;part-time;0;9;0;9
UPJŠ;2013;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2013;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2013;lektor;full-time;0;0;8;8
UPJŠ;2013;lektor;part-time;0;0;1;1
UPJŠ;2013;odborný asistent;full-time;0;284;34;318
UPJŠ;2013;odborný asistent;part-time;0;41;11;52
UPJŠ;2013;profesor;full-time;25;77;0;102
UPJŠ;2013;profesor;part-time;1;4;0;5
UPJŠ;2014;asistent;full-time;0;0;43;43
UPJŠ;2014;asistent;part-time;0;0;13;13
UPJŠ;2014;docent;full-time;1;127;0;128
UPJŠ;2014;docent;part-time;0;4;0;4
UPJŠ;2014;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2014;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2014;lektor;full-time;0;0;14;14
UPJŠ;2014;lektor;part-time;0;0;1;1
UPJŠ;2014;odborný asistent;full-time;0;290;34;324
UPJŠ;2014;odborný asistent;part-time;0;55;11;66
UPJŠ;2014;profesor;full-time;25;90;0;115
UPJŠ;2014;profesor;part-time;1;3;0;4
UPJŠ;2015;asistent;full-time;0;0;37;37
UPJŠ;2015;asistent;part-time;0;0;17;17
UPJŠ;2015;docent;full-time;1;133;0;134
UPJŠ;2015;docent;part-time;0;1;0;1
UPJŠ;2015;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2015;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2015;lektor;full-time;0;0;17;17
UPJŠ;2015;lektor;part-time;0;0;2;2
UPJŠ;2015;odborný asistent;full-time;0;305;32;337
UPJŠ;2015;odborný asistent;part-time;0;61;9;70
UPJŠ;2015;profesor;full-time;24;78;0;102
UPJŠ;2015;profesor;part-time;2;3;0;5
UPJŠ;2016;asistent;full-time;0;0;48;48
UPJŠ;2016;asistent;part-time;0;0;31;31
UPJŠ;2016;docent;full-time;1;138;0;139
UPJŠ;2016;docent;part-time;0;2;0;2
UPJŠ;2016;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2016;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2016;lektor;full-time;0;0;15;15
UPJŠ;2016;lektor;part-time;0;0;1;1
UPJŠ;2016;odborný asistent;full-time;0;304;23;327
UPJŠ;2016;odborný asistent;part-time;0;64;5;69
UPJŠ;2016;profesor;full-time;23;80;0;103
UPJŠ;2016;profesor;part-time;2;3;0;5
UPJŠ;2017;asistent;full-time;0;0;51;51
UPJŠ;2017;asistent;part-time;0;0;46;46
UPJŠ;2017;docent;full-time;0;142;0;142
UPJŠ;2017;docent;part-time;0;3;0;3
UPJŠ;2017;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2017;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2017;lektor;full-time;0;0;16;16
UPJŠ;2017;lektor;part-time;0;0;2;2
UPJŠ;2017;odborný asistent;full-time;0;296;20;316
UPJŠ;2017;odborný asistent;part-time;0;73;7;80
UPJŠ;2017;profesor;full-time;24;76;1;101
UPJŠ;2017;profesor;part-time;2;3;0;5
UPJŠ;2018;asistent;full-time;0;0;66;66
UPJŠ;2018;asistent;part-time;0;0;41;41
UPJŠ;2018;docent;full-time;1;150;1;152
UPJŠ;2018;docent;part-time;0;1;0;1
UPJŠ;2018;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2018;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2018;lektor;full-time;0;0;16;16
UPJŠ;2018;lektor;part-time;0;0;3;3
UPJŠ;2018;odborný asistent;full-time;0;291;15;306
UPJŠ;2018;odborný asistent;part-time;0;80;7;87
UPJŠ;2018;profesor;full-time;24;73;2;99
UPJŠ;2018;profesor;part-time;4;3;0;7
UPJŠ;2019;asistent;full-time;0;0;69;69
UPJŠ;2019;asistent;part-time;0;0;42;42
UPJŠ;2019;docent;full-time;1;149;0;150
UPJŠ;2019;docent;part-time;0;3;0;3
UPJŠ;2019;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2019;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2019;lektor;full-time;0;0;17;17
UPJŠ;2019;lektor;part-time;0;0;2;2
UPJŠ;2019;odborný asistent;full-time;0;309;12;321
UPJŠ;2019;odborný asistent;part-time;0;87;6;93
UPJŠ;2019;profesor;full-time;22;78;0;100
UPJŠ;2019;profesor;part-time;5;4;0;9
UPJŠ;2020;asistent;full-time;0;0;77;77
UPJŠ;2020;asistent;part-time;0;0;47;47
UPJŠ;2020;docent;full-time;2;153;0;155
UPJŠ;2020;docent;part-time;0;2;0;2
UPJŠ;2020;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2020;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2020;lektor;full-time;0;0;15;15
UPJŠ;2020;lektor;part-time;0;0;1;1
UPJŠ;2020;odborný asistent;full-time;0;299;7;306
UPJŠ;2020;odborný asistent;part-time;0;96;5;101
UPJŠ;2020;profesor;full-time;21;76;0;97
UPJŠ;2020;profesor;part-time;5;4;0;9
UPJŠ;2021;asistent;full-time;0;0;53;53
UPJŠ;2021;asistent;part-time;0;0;20;20
UPJŠ;2021;docent;full-time;3;171;1;175
UPJŠ;2021;docent;part-time;0;4;0;4
UPJŠ;2021;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2021;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2021;lektor;full-time;0;0;33;33
UPJŠ;2021;lektor;part-time;0;0;13;13
UPJŠ;2021;odborný asistent;full-time;0;286;8;294
UPJŠ;2021;odborný asistent;part-time;0;90;5;95
UPJŠ;2021;profesor;full-time;18;85;0;103
UPJŠ;2021;profesor;part-time;5;0;0;5
UPJŠ;2022;asistent;full-time;0;0;32;32
UPJŠ;2022;asistent;part-time;0;0;13;13
UPJŠ;2022;docent;full-time;3;211;0;214
UPJŠ;2022;docent;part-time;0;3;0;3
UPJŠ;2022;hosťujúci profesor;full-time;0;0;0;0
UPJŠ;2022;hosťujúci profesor;part-time;0;0;0;0
UPJŠ;2022;lektor;full-time;0;0;63;63
UPJŠ;2022;lektor;part-time;0;0;34;34
UPJŠ;2022;odborný asistent;full-time;0;322;7;329
UPJŠ;2022;odborný asistent;part-time;0;93;3;96
UPJŠ;2022;profesor;full-time;24;94;0;118
UPJŠ;2022;profesor;part-time;3;2;0;5
UVL;2009;asistent;full-time;0;0;4;4
UVL;2009;asistent;part-time;0;0;0;0
UVL;2009;docent;full-time;0;41;0;41
UVL;2009;docent;part-time;0;0;0;0
UVL;2009;hosťujúci profesor;full-time;0;0;0;0
UVL;2009;hosťujúci profesor;part-time;0;0;0;0
UVL;2009;lektor;full-time;0;0;0;0
UVL;2009;lektor;part-time;0;0;0;0
UVL;2009;odborný asistent;full-time;0;73;28;101
UVL;2009;odborný asistent;part-time;0;2;1;3
UVL;2009;profesor;full-time;3;17;0;20
UVL;2009;profesor;part-time;0;1;0;1
UVL;2010;asistent;full-time;0;0;5;5
UVL;2010;asistent;part-time;0;0;0;0
UVL;2010;docent;full-time;0;39;0;39
UVL;2010;docent;part-time;0;0;0;0
UVL;2010;hosťujúci profesor;full-time;0;0;0;0
UVL;2010;hosťujúci profesor;part-time;0;0;0;0
UVL;2010;lektor;full-time;0;0;0;0
UVL;2010;lektor;part-time;0;0;0;0
UVL;2010;odborný asistent;full-time;0;89;20;109
UVL;2010;odborný asistent;part-time;0;6;2;8
UVL;2010;profesor;full-time;3;18;0;21
UVL;2010;profesor;part-time;0;0;0;0
UVL;2011;asistent;full-time;0;0;7;7
UVL;2011;asistent;part-time;0;0;0;0
UVL;2011;docent;full-time;0;38;0;38
UVL;2011;docent;part-time;0;0;0;0
UVL;2011;hosťujúci profesor;full-time;0;0;0;0
UVL;2011;hosťujúci profesor;part-time;0;0;0;0
UVL;2011;lektor;full-time;0;0;0;0
UVL;2011;lektor;part-time;0;0;0;0
UVL;2011;odborný asistent;full-time;0;80;36;116
UVL;2011;odborný asistent;part-time;0;7;2;9
UVL;2011;profesor;full-time;2;19;0;21
UVL;2011;profesor;part-time;0;0;0;0
UVL;2012;asistent;full-time;0;0;7;7
UVL;2012;asistent;part-time;0;0;0;0
UVL;2012;docent;full-time;0;36;0;36
UVL;2012;docent;part-time;0;0;0;0
UVL;2012;hosťujúci profesor;full-time;0;0;0;0
UVL;2012;hosťujúci profesor;part-time;0;0;0;0
UVL;2012;lektor;full-time;0;0;0;0
UVL;2012;lektor;part-time;0;0;0;0
UVL;2012;odborný asistent;full-time;0;103;20;123
UVL;2012;odborný asistent;part-time;0;10;7;17
UVL;2012;profesor;full-time;2;18;0;20
UVL;2012;profesor;part-time;0;0;0;0
UVL;2013;asistent;full-time;0;0;6;6
UVL;2013;asistent;part-time;0;0;0;0
UVL;2013;docent;full-time;0;43;0;43
UVL;2013;docent;part-time;0;0;0;0
UVL;2013;hosťujúci profesor;full-time;0;0;0;0
UVL;2013;hosťujúci profesor;part-time;0;0;0;0
UVL;2013;lektor;full-time;0;0;0;0
UVL;2013;lektor;part-time;0;0;0;0
UVL;2013;odborný asistent;full-time;0;105;23;128
UVL;2013;odborný asistent;part-time;0;2;1;3
UVL;2013;profesor;full-time;2;20;0;22
UVL;2013;profesor;part-time;0;0;0;0
UVL;2014;asistent;full-time;0;0;12;12
UVL;2014;asistent;part-time;0;0;3;3
UVL;2014;docent;full-time;0;46;0;46
UVL;2014;docent;part-time;0;0;0;0
UVL;2014;hosťujúci profesor;full-time;0;0;0;0
UVL;2014;hosťujúci profesor;part-time;0;0;0;0
UVL;2014;lektor;full-time;0;0;0;0
UVL;2014;lektor;part-time;0;0;0;0
UVL;2014;odborný asistent;full-time;0;104;20;124
UVL;2014;odborný asistent;part-time;0;8;2;10
UVL;2014;profesor;full-time;2;20;0;22
UVL;2014;profesor;part-time;0;0;0;0
UVL;2015;asistent;full-time;0;0;14;14
UVL;2015;asistent;part-time;0;0;0;0
UVL;2015;docent;full-time;0;44;0;44
UVL;2015;docent;part-time;0;0;0;0
UVL;2015;hosťujúci profesor;full-time;0;0;0;0
UVL;2015;hosťujúci profesor;part-time;0;0;0;0
UVL;2015;lektor;full-time;0;0;0;0
UVL;2015;lektor;part-time;0;0;0;0
UVL;2015;odborný asistent;full-time;0;104;17;121
UVL;2015;odborný asistent;part-time;0;11;2;13
UVL;2015;profesor;full-time;2;21;0;23
UVL;2015;profesor;part-time;0;0;0;0
UVL;2016;asistent;full-time;0;0;12;12
UVL;2016;asistent;part-time;0;0;0;0
UVL;2016;docent;full-time;0;45;0;45
UVL;2016;docent;part-time;0;0;0;0
UVL;2016;hosťujúci profesor;full-time;0;0;0;0
UVL;2016;hosťujúci profesor;part-time;0;0;0;0
UVL;2016;lektor;full-time;0;0;0;0
UVL;2016;lektor;part-time;0;0;0;0
UVL;2016;odborný asistent;full-time;0;114;16;130
UVL;2016;odborný asistent;part-time;0;12;2;14
UVL;2016;profesor;full-time;2;22;0;24
UVL;2016;profesor;part-time;0;0;0;0
UVL;2017;asistent;full-time;0;0;10;10
UVL;2017;asistent;part-time;0;0;0;0
UVL;2017;docent;full-time;0;50;0;50
UVL;2017;docent;part-time;0;0;0;0
UVL;2017;hosťujúci profesor;full-time;0;0;0;0
UVL;2017;hosťujúci profesor;part-time;0;0;0;0
UVL;2017;lektor;full-time;0;0;0;0
UVL;2017;lektor;part-time;0;0;0;0
UVL;2017;odborný asistent;full-time;0;109;17;126
UVL;2017;odborný asistent;part-time;0;8;1;9
UVL;2017;profesor;full-time;2;22;0;24
UVL;2017;profesor;part-time;0;0;0;0
UVL;2018;asistent;full-time;0;0;10;10
UVL;2018;asistent;part-time;0;0;0;0
UVL;2018;docent;full-time;1;42;0;43
UVL;2018;docent;part-time;0;0;0;0
UVL;2018;hosťujúci profesor;full-time;0;0;0;0
UVL;2018;hosťujúci profesor;part-time;0;0;0;0
UVL;2018;lektor;full-time;0;0;0;0
UVL;2018;lektor;part-time;0;0;0;0
UVL;2018;odborný asistent;full-time;0;113;17;130
UVL;2018;odborný asistent;part-time;0;8;1;9
UVL;2018;profesor;full-time;1;26;0;27
UVL;2018;profesor;part-time;0;0;0;0
UVL;2019;asistent;full-time;0;0;11;11
UVL;2019;asistent;part-time;0;0;0;0
UVL;2019;docent;full-time;1;39;0;40
UVL;2019;docent;part-time;0;0;0;0
UVL;2019;hosťujúci profesor;full-time;0;0;0;0
UVL;2019;hosťujúci profesor;part-time;0;0;0;0
UVL;2019;lektor;full-time;0;0;0;0
UVL;2019;lektor;part-time;0;0;0;0
UVL;2019;odborný asistent;full-time;0;114;19;133
UVL;2019;odborný asistent;part-time;0;10;0;10
UVL;2019;profesor;full-time;1;25;0;26
UVL;2019;profesor;part-time;0;0;0;0
UVL;2020;asistent;full-time;0;0;13;13
UVL;2020;asistent;part-time;0;0;1;1
UVL;2020;docent;full-time;1;39;0;40
UVL;2020;docent;part-time;0;0;0;0
UVL;2020;hosťujúci profesor;full-time;0;0;0;0
UVL;2020;hosťujúci profesor;part-time;0;0;0;0
UVL;2020;lektor;full-time;0;0;0;0
UVL;2020;lektor;part-time;0;0;0;0
UVL;2020;odborný asistent;full-time;0;112;12;124
UVL;2020;odborný asistent;part-time;0;10;0;10
UVL;2020;profesor;full-time;1;24;0;25
UVL;2020;profesor;part-time;0;0;0;0
UVL;2021;asistent;full-time;0;0;15;15
UVL;2021;asistent;part-time;0;0;0;0
UVL;2021;docent;full-time;0;54;0;54
UVL;2021;docent;part-time;0;0;0;0
UVL;2021;hosťujúci profesor;full-time;0;0;0;0
UVL;2021;hosťujúci profesor;part-time;0;0;0;0
UVL;2021;lektor;full-time;0;0;0;0
UVL;2021;lektor;part-time;0;0;0;0
UVL;2021;odborný asistent;full-time;0;96;12;108
UVL;2021;odborný asistent;part-time;0;5;0;5
UVL;2021;profesor;full-time;1;23;0;24
UVL;2021;profesor;part-time;0;0;0;0
UVL;2022;asistent;full-time;0;0;14;14
UVL;2022;asistent;part-time;0;0;0;0
UVL;2022;docent;full-time;0;59;0;59
UVL;2022;docent;part-time;0;0;0;0
UVL;2022;hosťujúci profesor;full-time;0;0;0;0
UVL;2022;hosťujúci profesor;part-time;0;0;0;0
UVL;2022;lektor;full-time;0;0;0;0
UVL;2022;lektor;part-time;0;0;0;0
UVL;2022;odborný asistent;full-time;0;92;6;98
UVL;2022;odborný asistent;part-time;0;6;1;7
UVL;2022;profesor;full-time;1;27;0;28
UVL;2022;profesor;part-time;0;0;0;0
VŠMU;2009;asistent;full-time;0;0;7;7
VŠMU;2009;asistent;part-time;0;0;21;21
